TP_SEXO,TP_COR_RACA,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_REDACAO,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,N_PESSOAS_CASA,RENDA_MENSAL_CASA,N_CARRO_CASA,N_MOTO_CASA,N_CELULAR_CASA,N_COMP_CASA,INTERNET_CASA,EST_IDADE
Feminino,Branca,Privada,554.4,548.9,744.8,565.7,860.0,ES incompleto,ES incompleto,4,Até R$10560,Três,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Branca,Privada,677.4,652.9,778.6,580.3,780.0,ES incompleto,PG incompleto,5,Até R$15840,Dois,Nenhum,Quatro ou mais,Três,True,18.0
Feminino,Parda,Estadual,594.4,518.8,509.3,620.8,600.0,EF-2 incompleto,EF-2 incompleto,3,Até R$1320,Nenhum,Nenhum,Três,Nenhum,True,18.0
Masculino,Preta,Estadual,342.5,488.4,432.4,365.4,540.0,EM incompleto,ES incompleto,6,Até R$1980,Nenhum,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Estadual,580.7,512.1,539.5,598.1,640.0,EF-1 incompleto,ES incompleto,4,Até R$3960,Um,Nenhum,Quatro ou mais,Dois,True,18.0
Masculino,Preta,Estadual,460.1,396.5,343.3,417.3,520.0,EM incompleto,ES incompleto,3,Até R$2640,Nenhum,Nenhum,Dois,Nenhum,True,17.0
Masculino,Branca,Estadual,347.6,439.2,503.3,457.7,380.0,ES incompleto,PG incompleto,4,Até R$5280,Um,Nenhum,Quatro ou mais,Dois,True,18.0
Masculino,Branca,Privada,641.8,702.7,910.5,629.6,880.0,PG incompleto,PG completo,3,Mais de R$26.400,Dois,Nenhum,Três,Três,True,17.0
Masculino,Parda,Estadual,365.6,440.9,432.9,398.8,400.0,EF-1 incompleto,EF-2 incompleto,4,Até R$1320,Um,Nenhum,Um,Nenhum,True,17.0
Feminino,Branca,Estadual,519.9,433.0,383.4,542.7,620.0,EF-2 incompleto,EF-2 incompleto,4,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,False,18.0
Masculino,Parda,Estadual,558.0,552.8,625.8,553.7,0.0,EM incompleto,EF-2 incompleto,5,Até R$19800,Um,Nenhum,Quatro ou mais,Dois,True,18.0
Masculino,Parda,Estadual,607.0,600.1,787.0,647.1,920.0,EF-2 incompleto,PG completo,4,Até R$6600,Nenhum,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Estadual,612.9,433.3,663.6,597.5,920.0,ES incompleto,EF-1 incompleto,4,Até R$1320,Nenhum,Nenhum,Quatro ou mais,Nenhum,True,18.0
Feminino,Branca,Estadual,533.9,599.4,332.9,516.5,440.0,PG incompleto,PG incompleto,3,Até R$1320,Um,Nenhum,Três,Um,True,19.0
Masculino,Preta,Estadual,368.0,363.6,492.6,320.8,480.0,ES incompleto,ES incompleto,3,Até R$1980,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Feminino,Branca,Estadual,508.2,567.4,616.8,586.0,900.0,EF-2 incompleto,ES incompleto,4,Até R$5280,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Preta,Estadual,370.8,395.2,400.2,322.4,520.0,ES incompleto,ES incompleto,3,Até R$1980,Nenhum,Nenhum,Três,Um,True,18.0
Feminino,Preta,Estadual,485.4,375.4,530.3,526.2,820.0,ES incompleto,PG completo,5,Até R$7920,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Preta,Estadual,614.9,538.4,697.6,629.8,580.0,ES incompleto,ES incompleto,4,Até R$1980,Um,Nenhum,Três,Nenhum,True,19.0
Feminino,Parda,Privada,519.0,471.2,683.6,560.1,360.0,ES incompleto,PG completo,3,Até R$3960,Um,Nenhum,Dois,Um,True,17.0
Feminino,Branca,Estadual,633.2,509.2,716.0,619.6,900.0,ES incompleto,EM incompleto,5,Até R$9240,Um,Nenhum,Quatro ou mais,Dois,True,18.0
Masculino,Branca,Estadual,620.2,460.1,494.5,540.1,560.0,EF-2 incompleto,ES incompleto,3,Nenhuma renda,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,617.2,604.9,704.9,586.3,740.0,PG incompleto,PG incompleto,5,Até R$26400,Três,Nenhum,Três,Três,True,17.0
Masculino,Branca,Estadual,392.0,468.0,402.5,462.5,640.0,ES incompleto,EF-2 incompleto,4,Até R$2640,Nenhum,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Preta,Estadual,550.1,462.7,686.0,565.9,720.0,EM incompleto,ES incompleto,4,Até R$1320,Nenhum,Nenhum,Um,Nenhum,True,18.0
Feminino,Parda,Estadual,597.5,553.2,662.5,571.3,840.0,PG incompleto,PG incompleto,2,Até R$3300,Nenhum,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Estadual,497.1,432.2,356.6,489.4,560.0,EM incompleto,EF-2 incompleto,4,Até R$3960,Um,Nenhum,Um,Nenhum,True,18.0
Masculino,Branca,Privada,616.9,677.0,878.8,600.8,900.0,PG completo,PG incompleto,4,Até R$10560,Dois,Nenhum,Quatro ou mais,Três,True,17.0
Masculino,Branca,Privada,515.7,442.4,643.3,568.4,760.0,PG completo,PG incompleto,4,Até R$6600,Um,Nenhum,Três,Um,True,18.0
Feminino,Preta,Estadual,568.9,562.1,575.5,558.7,360.0,EF-2 incompleto,ES incompleto,6,Até R$3960,Nenhum,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Privada,527.7,450.5,548.3,485.4,660.0,ES incompleto,PG incompleto,4,Mais de R$26.400,Dois,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,577.8,516.4,693.2,583.4,740.0,PG incompleto,PG completo,3,Mais de R$26.400,Três,Um,Três,Quatro ou mais,True,18.0
Masculino,Branca,Privada,574.1,421.7,759.4,617.7,660.0,PG incompleto,PG incompleto,4,Até R$10560,Dois,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Branca,Privada,580.7,576.6,615.7,548.5,880.0,ES incompleto,PG incompleto,4,Até R$3960,Um,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Branca,Privada,620.5,612.8,844.3,564.9,840.0,PG incompleto,PG incompleto,4,Até R$19800,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,18.0
Masculino,Branca,Privada,629.0,655.2,826.8,599.5,740.0,PG completo,PG completo,3,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,18.0
Masculino,Branca,Privada,695.4,530.8,743.2,598.0,660.0,PG completo,ES incompleto,3,Até R$10560,Dois,Nenhum,Três,Dois,True,17.0
Feminino,Branca,Privada,530.0,459.3,530.5,531.2,620.0,EF-2 incompleto,EM incompleto,3,Até R$2640,Um,Nenhum,Três,Nenhum,True,18.0
Feminino,Preta,Privada,553.4,474.8,550.6,582.7,640.0,PG incompleto,PG incompleto,4,Até R$9240,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Preta,Estadual,519.0,546.6,549.5,538.1,720.0,ES incompleto,EM incompleto,3,Até R$1320,Nenhum,Nenhum,Dois,Um,True,18.0
Feminino,Preta,Estadual,433.4,551.6,367.7,522.9,0.0,EF-2 incompleto,ES incompleto,4,Até R$1980,Nenhum,Nenhum,Três,Nenhum,True,18.0
Feminino,Branca,Estadual,522.4,548.5,667.1,590.3,800.0,ES incompleto,ES incompleto,4,Até R$3960,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Estadual,606.4,395.6,649.1,595.7,900.0,ES incompleto,ES incompleto,3,Até R$1320,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Estadual,484.0,484.7,404.1,524.4,480.0,ES incompleto,ES incompleto,4,Até R$1980,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,609.9,598.3,654.1,579.7,540.0,PG completo,PG completo,4,Mais de R$26.400,Um,Três,Quatro ou mais,Três,True,17.0
Masculino,Preta,Estadual,420.6,402.4,398.5,466.0,560.0,ES incompleto,PG incompleto,4,Até R$3300,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Masculino,Branca,Estadual,532.4,480.9,451.2,501.5,620.0,ES incompleto,ES incompleto,4,Até R$3960,Um,Nenhum,Três,Um,True,18.0
Masculino,Preta,Estadual,614.9,536.2,688.0,552.8,920.0,EF-2 incompleto,ES incompleto,4,Até R$2640,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Preta,Estadual,603.5,549.7,677.7,612.8,640.0,ES incompleto,PG completo,4,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Feminino,Parda,Estadual,452.6,399.9,398.1,530.7,620.0,EM incompleto,EM incompleto,4,Até R$3960,Dois,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Branca,Privada,502.5,512.1,435.8,467.6,660.0,PG completo,PG incompleto,3,Até R$7920,Um,Nenhum,Três,Um,True,17.0
Feminino,Branca,Privada,604.8,628.2,690.5,624.4,860.0,PG incompleto,ES incompleto,4,Até R$11880,Um,Nenhum,Quatro ou mais,Um,True,17.0
Masculino,Branca,Estadual,515.5,587.7,699.5,459.7,540.0,ES incompleto,ES incompleto,3,Até R$3300,Um,Nenhum,Três,Um,True,18.0
Masculino,Preta,Privada,562.6,568.6,489.7,621.7,640.0,PG completo,ES incompleto,3,Até R$5280,Um,Nenhum,Três,Um,True,18.0
Feminino,Parda,Estadual,367.9,382.5,411.8,339.4,560.0,EF-1 incompleto,EM incompleto,5,Até R$2640,Nenhum,Nenhum,Três,Nenhum,True,18.0
Masculino,Parda,Privada,545.9,482.6,737.7,499.6,800.0,EF-2 incompleto,PG incompleto,4,Até R$6600,Um,Nenhum,Três,Nenhum,True,17.0
Masculino,Branca,Estadual,565.4,563.3,600.6,574.7,520.0,ES incompleto,EF-2 incompleto,4,Até R$3960,Nenhum,Nenhum,Três,Nenhum,True,18.0
Feminino,Branca,Privada,595.8,487.4,596.4,609.2,800.0,PG completo,ES incompleto,2,Até R$3300,Nenhum,Nenhum,Dois,Um,True,18.0
Masculino,Branca,Privada,578.1,571.5,610.1,545.3,500.0,PG incompleto,PG completo,3,Até R$15840,Três,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Amarela,Privada,633.5,704.9,824.0,581.3,940.0,ES incompleto,ES incompleto,4,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Três,True,17.0
Masculino,Amarela,Estadual,582.5,601.1,713.7,573.0,820.0,ES incompleto,ES incompleto,3,Até R$5280,Nenhum,Nenhum,Um,Nenhum,True,19.0
Masculino,Parda,Privada,496.2,546.4,616.1,527.8,800.0,ES incompleto,PG completo,3,Até R$6600,Dois,Nenhum,Três,Três,True,18.0
Feminino,Indigena,Estadual,584.1,487.7,686.5,571.3,600.0,ES incompleto,EF-1 incompleto,4,Até R$3300,Nenhum,Nenhum,Três,Nenhum,True,18.0
Masculino,Parda,Privada,717.1,678.8,776.9,610.5,860.0,PG incompleto,PG incompleto,4,Até R$13200,Dois,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Branca,Estadual,587.7,508.6,559.3,558.9,820.0,EF-1 incompleto,EM incompleto,3,Até R$2640,Um,Nenhum,Três,Um,True,18.0
Feminino,Parda,Estadual,472.1,405.3,473.0,516.1,520.0,EF-1 incompleto,ES incompleto,2,Nenhuma renda,Nenhum,Nenhum,Um,Nenhum,False,18.0
Feminino,Branca,Privada,702.6,767.8,859.9,669.9,960.0,PG completo,PG completo,3,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Parda,Estadual,350.2,427.7,483.7,437.2,840.0,EF-2 incompleto,EF-2 incompleto,4,Até R$2640,Um,Nenhum,Três,Nenhum,True,18.0
Feminino,Parda,Estadual,530.8,536.3,581.0,546.2,600.0,ES incompleto,PG incompleto,2,Até R$1980,Nenhum,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Estadual,535.9,408.4,526.1,513.5,660.0,ES incompleto,ES incompleto,3,Até R$1980,Nenhum,Nenhum,Três,Dois,True,18.0
Masculino,Branca,Privada,358.6,526.3,579.8,541.7,480.0,PG completo,ES incompleto,7,Mais de R$26.400,Um,Nenhum,Quatro ou mais,Dois,True,20.0
Masculino,Branca,Privada,575.6,569.9,574.8,575.8,600.0,PG completo,PG incompleto,4,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Três,True,19.0
Feminino,Branca,Estadual,592.8,485.8,446.9,558.9,620.0,ES incompleto,EM incompleto,3,Até R$1980,Um,Nenhum,Três,Nenhum,True,18.0
Feminino,Branca,Privada,495.8,407.2,471.1,514.9,680.0,ES incompleto,PG completo,6,Até R$11880,Um,Nenhum,Quatro ou mais,Um,True,19.0
Feminino,Preta,Estadual,579.5,576.8,470.5,589.9,780.0,ES incompleto,PG incompleto,5,Até R$3300,Nenhum,Um,Três,Nenhum,True,17.0
Feminino,Branca,Privada,544.4,588.8,668.9,541.7,540.0,PG incompleto,PG incompleto,4,Até R$15840,Quatro ou mais,Um,Quatro ou mais,Nenhum,True,17.0
Masculino,Branca,Estadual,470.1,448.2,485.1,504.5,800.0,ES incompleto,PG completo,3,Até R$5280,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Privada,607.2,572.0,843.7,540.7,740.0,PG completo,PG incompleto,4,Até R$26400,Dois,Nenhum,Quatro ou mais,Três,True,18.0
Feminino,Amarela,Privada,636.6,489.4,731.4,626.5,600.0,ES incompleto,PG incompleto,2,Até R$5280,Nenhum,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Estadual,487.4,490.6,489.8,507.1,480.0,EM incompleto,EF-2 incompleto,5,Até R$1980,Um,Nenhum,Dois,Nenhum,True,18.0
Feminino,Branca,Privada,597.5,524.7,714.2,595.8,840.0,PG completo,PG completo,4,Até R$5280,Nenhum,Nenhum,Três,Dois,True,18.0
Feminino,Branca,Estadual,610.0,529.0,556.7,638.9,580.0,PG completo,PG incompleto,3,Até R$6600,Um,Nenhum,Dois,Um,True,17.0
Feminino,Branca,Privada,666.6,616.1,776.0,640.8,860.0,ES incompleto,ES incompleto,3,Até R$7920,Dois,Nenhum,Quatro ou mais,Dois,True,17.0
Masculino,Branca,Estadual,661.2,528.7,668.1,560.7,540.0,EM incompleto,EM incompleto,3,Até R$2640,Nenhum,Nenhum,Três,Um,True,18.0
Feminino,Branca,Estadual,474.2,500.3,518.6,510.0,560.0,EF-2 incompleto,PG incompleto,3,Até R$2640,Nenhum,Nenhum,Três,Nenhum,True,17.0
Feminino,Branca,Privada,548.2,493.4,585.8,602.2,820.0,ES incompleto,EM incompleto,5,Até R$1980,Dois,Nenhum,Quatro ou mais,Um,True,17.0
Masculino,Branca,Estadual,549.2,563.1,642.8,566.9,580.0,EF-1 incompleto,ES incompleto,4,Até R$1980,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Masculino,Parda,Estadual,465.9,490.9,649.7,522.1,700.0,PG incompleto,ES incompleto,5,Até R$1980,Um,Nenhum,Três,Nenhum,True,18.0
Masculino,Branca,Privada,515.7,424.8,541.2,550.6,620.0,PG incompleto,PG completo,3,Até R$10560,Um,Nenhum,Três,Três,True,17.0
Feminino,Branca,Estadual,542.5,491.8,441.8,490.8,640.0,PG incompleto,PG incompleto,5,Até R$5280,Um,Nenhum,Três,Um,True,17.0
Masculino,Parda,Privada,646.1,569.2,443.3,580.8,780.0,ES incompleto,ES incompleto,4,Até R$2640,Um,Nenhum,Dois,Um,True,18.0
Masculino,Branca,Privada,621.3,616.3,783.5,645.2,880.0,PG incompleto,PG incompleto,4,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Indigena,Estadual,572.8,454.2,492.8,537.4,580.0,EF-1 incompleto,ES incompleto,4,Até R$1320,Um,Um,Quatro ou mais,Um,False,17.0
Feminino,Parda,Estadual,612.0,558.9,634.9,598.8,920.0,EM incompleto,PG completo,4,Até R$1980,Nenhum,Nenhum,Dois,Nenhum,True,17.0
Masculino,Branca,Privada,464.6,463.9,665.7,529.9,760.0,EM incompleto,PG completo,4,Até R$11880,Um,Nenhum,Três,Dois,True,18.0
Masculino,Branca,Estadual,560.3,519.1,552.2,508.5,560.0,PG incompleto,PG incompleto,5,Até R$9240,Dois,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Preta,Estadual,454.4,427.5,408.8,436.3,460.0,EM incompleto,ES incompleto,4,Até R$2640,Um,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Branca,Privada,377.3,429.0,369.8,442.3,440.0,PG incompleto,ES incompleto,4,Até R$3300,Um,Nenhum,Três,Um,True,19.0
Masculino,Branca,Estadual,645.2,538.7,700.6,596.9,740.0,EF-2 incompleto,ES incompleto,2,Até R$1320,Nenhum,Nenhum,Nenhum,Um,True,18.0
Feminino,Branca,Estadual,598.2,584.7,491.2,600.8,720.0,ES incompleto,ES incompleto,3,Até R$1980,Um,Nenhum,Três,Nenhum,True,17.0
Masculino,Parda,Estadual,480.6,489.4,470.1,488.4,480.0,PG incompleto,EF-1 incompleto,5,Até R$3300,Um,Nenhum,Três,Um,True,17.0
Feminino,Indigena,Estadual,555.8,492.8,356.5,456.0,580.0,EF-2 incompleto,EM incompleto,6,Até R$1980,Um,Nenhum,Dois,Nenhum,True,17.0
Feminino,Preta,Estadual,516.3,445.1,527.0,495.3,520.0,ES incompleto,ES incompleto,2,Até R$1980,Nenhum,Um,Dois,Um,True,18.0
Feminino,Branca,Estadual,459.9,490.3,470.0,458.4,360.0,ES incompleto,EM incompleto,3,Até R$1980,Um,Um,Três,Um,True,17.0
Masculino,Branca,Privada,511.9,545.5,410.9,447.0,480.0,PG incompleto,PG incompleto,2,Até R$19800,Dois,Nenhum,Três,Um,True,17.0
Masculino,Parda,Privada,637.2,659.7,775.0,602.8,820.0,PG completo,PG completo,3,Mais de R$26.400,Um,Nenhum,Três,Três,True,18.0
Feminino,Branca,Estadual,596.3,576.3,337.8,573.4,720.0,EF-1 incompleto,ES incompleto,4,Até R$2640,Um,Nenhum,Três,Nenhum,True,18.0
Feminino,Parda,Estadual,614.1,555.6,710.4,570.8,640.0,EF-2 incompleto,ES incompleto,5,Até R$2640,Nenhum,Um,Três,Um,True,20.0
Feminino,Preta,Estadual,602.9,428.6,644.8,604.4,880.0,EF-1 incompleto,ES incompleto,5,Até R$3300,Nenhum,Nenhum,Nenhum,Nenhum,True,17.0
Feminino,Branca,Estadual,540.7,437.8,561.8,535.8,460.0,ES incompleto,EM incompleto,3,Até R$1980,Um,Nenhum,Três,Um,True,17.0
Feminino,Branca,Privada,649.5,593.2,692.8,674.7,700.0,PG completo,PG completo,3,Até R$19800,Dois,Nenhum,Três,Dois,True,18.0
Feminino,Branca,Municipal,524.9,454.9,548.4,537.6,660.0,ES incompleto,ES incompleto,5,Até R$9240,Nenhum,Nenhum,Três,Um,True,17.0
Feminino,Branca,Privada,545.1,433.9,552.1,510.6,540.0,ES incompleto,PG incompleto,4,Até R$6600,Um,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Branca,Privada,581.6,510.8,545.2,578.5,800.0,ES incompleto,PG incompleto,5,Até R$7920,Um,Nenhum,Três,Um,True,18.0
Feminino,Parda,Estadual,516.8,473.0,480.5,510.9,740.0,EM incompleto,EM incompleto,3,Até R$1980,Nenhum,Nenhum,Três,Um,True,18.0
Masculino,Preta,Privada,592.9,573.0,725.6,574.9,820.0,EF-1 incompleto,ES incompleto,5,Até R$2640,Um,Dois,Um,Nenhum,True,17.0
Feminino,Branca,Estadual,552.7,495.4,364.2,615.5,420.0,Nunca estudou,ES incompleto,3,Até R$1320,Nenhum,Nenhum,Três,Nenhum,True,18.0
Feminino,Parda,Estadual,432.2,378.6,342.5,405.0,480.0,ES incompleto,ES incompleto,4,Até R$1980,Nenhum,Nenhum,Quatro ou mais,Nenhum,True,18.0
Feminino,Branca,Privada,585.2,467.2,528.6,601.3,600.0,PG completo,PG completo,4,Até R$5280,Um,Nenhum,Quatro ou mais,Três,True,18.0
Masculino,Branca,Privada,658.5,613.0,733.2,631.9,880.0,PG incompleto,PG completo,3,Até R$6600,Um,Um,Três,Um,True,17.0
Masculino,Branca,Privada,326.6,392.7,396.1,395.9,0.0,EF-2 incompleto,ES incompleto,3,Até R$5280,Nenhum,Nenhum,Três,Dois,True,18.0
Feminino,Branca,Privada,599.0,549.5,567.9,542.9,620.0,PG completo,PG completo,3,Até R$19800,Um,Nenhum,Três,Três,True,18.0
Masculino,Parda,Estadual,506.7,482.4,526.8,512.2,720.0,ES incompleto,ES incompleto,5,Até R$1980,Um,Nenhum,Quatro ou mais,Nenhum,True,17.0
Feminino,Branca,Privada,588.4,628.6,786.8,602.0,940.0,PG completo,PG completo,2,Até R$19800,Um,Nenhum,Dois,Três,True,17.0
Feminino,Preta,Estadual,461.4,392.7,465.0,506.8,480.0,ES incompleto,ES incompleto,2,Até R$2640,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Feminino,Parda,Privada,586.0,503.0,563.2,623.4,820.0,ES incompleto,PG completo,4,Até R$5280,Um,Nenhum,Três,Um,True,17.0
Feminino,Branca,Privada,491.0,504.5,466.5,481.6,620.0,PG completo,PG completo,3,Até R$10560,Dois,Nenhum,Três,Três,True,18.0
Feminino,Branca,Privada,598.6,474.4,672.5,594.4,840.0,PG completo,PG completo,5,Mais de R$26.400,Um,Nenhum,Quatro ou mais,Três,True,17.0
Feminino,Branca,Estadual,445.7,381.9,414.5,475.7,480.0,ES incompleto,ES incompleto,5,Até R$5280,Um,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Branca,Privada,593.4,493.9,612.5,530.6,840.0,ES incompleto,ES incompleto,4,Até R$6600,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Privada,624.7,619.2,781.6,660.8,720.0,PG incompleto,PG incompleto,4,Até R$26400,Dois,Nenhum,Quatro ou mais,Três,True,17.0
Masculino,Branca,Privada,644.5,504.1,753.6,588.9,820.0,ES incompleto,ES incompleto,4,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Dois,True,17.0
Masculino,Preta,Estadual,518.8,374.1,522.9,510.9,640.0,EM incompleto,ES incompleto,6,Até R$3300,Um,Nenhum,Quatro ou mais,Nenhum,True,18.0
Masculino,Parda,Privada,691.7,603.0,752.3,647.7,920.0,PG incompleto,PG incompleto,4,Até R$26400,Um,Nenhum,Três,Dois,True,18.0
Masculino,Branca,Privada,687.1,660.6,760.6,673.8,840.0,PG incompleto,PG completo,4,Até R$11880,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Estadual,694.7,602.6,678.1,630.2,900.0,PG incompleto,PG completo,2,Até R$5280,Um,Nenhum,Dois,Dois,True,17.0
Masculino,Branca,Privada,588.8,559.3,669.9,534.0,760.0,PG completo,PG completo,5,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Privada,644.2,574.4,638.8,636.6,840.0,ES incompleto,ES incompleto,4,Até R$2640,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,608.5,572.6,714.4,581.8,760.0,PG incompleto,PG incompleto,2,Até R$6600,Um,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Privada,593.5,557.7,703.0,629.9,840.0,PG incompleto,PG incompleto,3,Até R$9240,Dois,Nenhum,Três,Nenhum,True,17.0
Masculino,Parda,Privada,704.4,682.2,750.3,721.8,820.0,PG incompleto,PG completo,3,Até R$7920,Dois,Nenhum,Três,Um,True,17.0
Feminino,Branca,Privada,444.6,506.2,490.8,439.6,400.0,ES incompleto,ES incompleto,3,Até R$2640,Um,Nenhum,Três,Um,True,17.0
Feminino,Branca,Privada,521.9,513.2,610.0,499.8,680.0,ES incompleto,ES incompleto,4,Até R$3960,Dois,Um,Nenhum,Nenhum,True,17.0
Masculino,Branca,Privada,685.2,677.6,810.0,619.5,820.0,PG completo,PG incompleto,3,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Privada,638.3,610.9,776.3,660.0,820.0,PG incompleto,PG completo,3,Até R$2640,Dois,Nenhum,Três,Um,True,16.0
Masculino,Parda,Estadual,469.9,486.1,531.2,495.5,460.0,EM incompleto,PG incompleto,3,Até R$5280,Um,Nenhum,Três,Um,True,17.0
Feminino,Parda,Estadual,382.1,416.4,350.0,444.3,800.0,PG completo,ES incompleto,5,Até R$6600,Dois,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Branca,Estadual,570.5,517.2,657.3,612.7,940.0,ES incompleto,ES incompleto,4,Até R$1980,Nenhum,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Privada,597.0,530.7,660.5,614.0,700.0,PG incompleto,PG incompleto,4,Mais de R$26.400,Um,Nenhum,Quatro ou mais,Quatro ou mais,True,18.0
Feminino,Branca,Privada,602.5,583.0,591.4,573.6,700.0,EF-2 incompleto,EM incompleto,4,Até R$3960,Dois,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Branca,Privada,581.0,577.4,636.9,584.5,860.0,ES incompleto,PG completo,2,Até R$10560,Um,Nenhum,Dois,Um,True,17.0
Feminino,Branca,Privada,625.2,560.3,669.9,604.5,800.0,PG incompleto,PG incompleto,3,Até R$7920,Nenhum,Nenhum,Três,Um,True,18.0
Feminino,Parda,Estadual,467.5,500.2,552.0,515.2,640.0,EM incompleto,ES incompleto,4,Até R$2640,Um,Um,Três,Um,True,18.0
Feminino,Branca,Privada,530.1,615.4,705.5,498.3,860.0,PG completo,PG incompleto,2,Até R$7920,Um,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Branca,Privada,580.4,507.2,591.6,559.6,860.0,PG incompleto,PG completo,4,Até R$15840,Um,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Parda,Estadual,544.9,463.5,616.1,482.3,740.0,ES incompleto,PG incompleto,4,Até R$3300,Dois,Um,Quatro ou mais,Dois,True,18.0
Masculino,Amarela,Privada,452.0,417.9,448.4,468.7,560.0,ES incompleto,ES incompleto,4,Até R$3960,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Branca,Estadual,511.8,467.2,441.1,474.7,620.0,EF-2 incompleto,EF-1 incompleto,4,Até R$2640,Nenhum,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Branca,Privada,664.8,644.6,783.6,654.7,840.0,PG completo,PG completo,4,Até R$26400,Dois,Nenhum,Quatro ou mais,Três,True,18.0
Masculino,Parda,Estadual,572.0,579.5,583.5,545.7,560.0,ES incompleto,ES incompleto,6,Até R$1320,Nenhum,Nenhum,Quatro ou mais,Nenhum,True,18.0
Masculino,Parda,Privada,508.2,464.7,364.1,411.3,600.0,PG incompleto,ES incompleto,4,Até R$9240,Um,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Parda,Privada,593.7,629.2,691.8,602.4,900.0,ES incompleto,PG incompleto,4,Até R$7920,Um,Nenhum,Quatro ou mais,Um,True,17.0
Masculino,Parda,Estadual,532.3,535.8,690.6,508.8,520.0,PG incompleto,EM incompleto,5,Até R$9240,Nenhum,Nenhum,Quatro ou mais,Dois,True,18.0
Masculino,Parda,Estadual,545.4,420.3,578.4,507.7,600.0,ES incompleto,PG incompleto,5,Até R$5280,Um,Um,Quatro ou mais,Um,True,18.0
Feminino,Branca,Estadual,477.2,528.5,451.2,492.2,560.0,EM incompleto,EM incompleto,4,Até R$3300,Um,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Amarela,Estadual,618.9,619.1,832.2,546.4,860.0,ES incompleto,ES incompleto,4,Até R$3960,Um,Nenhum,Quatro ou mais,Um,True,17.0
